item group,price,merek,Brand
WOMEN BAGS,2100000.0,COACH,COACH 91604 ROWAN ROSE BOUQETS
WOMEN BAGS,1700000.0,COACH,COACH 82061 EDGE BELT BAG COLOURBLOCK TAN
WOMEN BAGS,2150000.0,COACH,COACH 85696 LEWIS SIGNATURE BROWN BLACK
WOMEN BAGS,2550000.0,TORY BURCH,TORY BURCH 74468 PERRY NYLON ROYAL NAVY
WOMEN BAGS,2250000.0,MICHAEL KORS,MICHAEL KORS 30F9GCAS1B CAMILLE SMALL SATCHEL BROWN/SOFTPINK
WOMEN BAGS,6250000.0,TORY BURCH,TORY BURCH 56716 FLEMING SOFT CONVERTIBLE SHOULDER BAG BLACK
Women Shoes,2550000.0,TORY BURCH,TORY BURCH MINNIE TRAVEL BALLET FLAT SHOES NAVY
Men Watches,1350000.0,FOSSIL,FOSSIL BQ1007 RHETT BROWN LEATHER
WOMEN BAGS,1550000.0,KATE SPADE,KATE SPADE WKRU6712 CAMERON SMALL BUCKET BAG BLACK
WOMEN BAGS,2300000.0,KATE SPADE,KATE SPADE PXRUB085 AMELIA PEBBLE SMALL TOTE BLUSH
WOMEN BAGS,1900000.0,MICHAEL KORS,MICHAEL KORS 38F0GAVC0L AVA XS CROSSBODY LEATHER BLACK
WOMEN BAGS,650000.0,MICHAEL KORS,MICHAEL KORS 35T0GTFF2C TRAVEL MEDIUM POUCH ROSE
Women Wallets,500000.0,KATE SPADE,KATE SPADE WLRU6154 HOLLIE SPADE CLOVER GEO EMBOSS SMALL SLIM CARD HOLD PINK
Women Wallets,900000.0,MICHAEL KORS,MICHAEL KORS 35F8GTVW0L JET SET TRAVEL LARGE DOUBLE ZIP WRISLET YELLOW
Women Watches,1200000.0,MICHAEL KORS,MICHAEL KORS MK2839 WOMEN WATCH
Women Wallets,600000.0,KATE SPADE,KATE SPADE 8ARU6694 HEART SPADE PHOTO FRAME CLEAR MULTI PHONE CASE
WOMEN BAGS,3450000.0,COACH,COACH 642 LORA WILDFLOWER PRINT CHALK
WOMEN BAGS,1650000.0,COACH,COACH 1960 TERRAIN BELT BAG REEF BLUE
WOMEN BAGS,4900000.0,COACH,COACH 91215 SIGNATURE COACH TABBY TAN BLACK
WOMEN BAGS,2150000.0,COACH,COACH 85696 LEWIS SIGNATURE BROWN BLACK
Women Wallets,750000.0,KATE SPADE,KATE SPADE WLRU6009 HOLLIE SPADE CLOVER GEO SMALL SLIM BIFOLD PINK MULTI
Women Wallets,1000000.0,MICHAEL KORS,MICHAEL KORS 35F8STVF28 JET SET TRAVEL MEDIUM BIFOLD WALLET SIGNATURE BLACK
WOMEN BAGS,1350000.0,KATE SPADE,KATE SPADE WKRU5943 JACKSON BELTBAG BLACK
WOMEN BAGS,1550000.0,KATE SPADE,KATE SPADE WKRU6770 X-LARGE DOME CROSSBODY HOLLIE SPADE CLOVER GEO EMBOSS
WOMEN BAGS,2350000.0,COACH,COACH 3138 CARGO COLOURBLOCK NYLON HOBO LILAC MULTI
WOMEN BAGS,1350000.0,KATE SPADE,KATESPADE PWRU7952 SMALL DOME SPENCER FALLING FLOWER BLACKMULTI
WOMEN BAGS,2150000.0,MICHAEL KORS,MICHAEL KORS 35T0GW5L2B WANDA MEDIUM SHOULDER BROWN
Men Watches,1200000.0,FOSSIL,FOSSIL BQ2459 MEN WATCH
WOMEN BAGS,1550000.0,MICHAEL KORS,MICHAEL KORS 37U9LCRC8L COOPER SLINGPACK LEATHER BLACK
Women Wallets,600000.0,KATE SPADE,KATE SPADE WLR00139 STACI CARD CASE LANYARD BLACK
Women Wallets,550000.0,KATE SPADE,KATE SPADE WLRO0202 JAE ELEGANT BOW CARD CASE LANYARD MULTI
Women Watches,2600000.0,COACH,MICHAEL KORS MKT5070 SMARTWATCH RUBBER PINK STRAP
WOMEN BAGS,2900000.0,COACH,COACH 31666 PRAIRIE SIGNATURE TAN RUST
WOMEN BAGS,5850000.0,TORY BURCH,TORY BURCH 56757 KIRA CHEVRON TOTE CLASSIC TAUPE
WOMEN BAGS,1850000.0,MICHAEL KORS,MICHAEL KORS 35T0GBFS5B BEDFORD SMALL DUFFLE SATCHEL STRIPE TANGERINE SIGNATURE BROWN
WOMEN BAGS,1650000.0,COACH,COACH 1960 TERRAIN BELT BAG REEF BLUE
WOMEN BAGS,2050000.0,MICHAEL KORS,MICHAEL KORS 38H9GIHL2L LILLIAN MEDIUM SHOULDER LEATHER LUGGAGE
WOMEN BAGS,1850000.0,MICHAEL KORS,MICHAEL KORS 35T0GBFS5B BEDFORD SMALL DUFFLE SATCHEL STRIPE TANGERINE SIGNATURE BROWN
Women Watches,1100000.0,FOSSIL,FOSSIL BQ3456
Women Shoes,1400000.0,MICHAEL KORS,MICHAEL KORS FLAT SHOES STUD VANILLA
WOMEN BAGS,1550000.0,KATE SPADE,KATE SPADE WKRU6164 BRIAR LANE QUILTED MINI CONVERTIBLE BACKPACK BLACK
WOMEN BAGS,600000.0,COACH,COACH F63274 SIGNATURE PVC LANYARD ID KHAKI/CHALK
WOMEN BAGS,1450000.0,FOSSIL,FOSSIL ZB7314189 RACHEL SATCHEL WHITE
WOMEN BAGS,1350000.0,KATE SPADE,KATESPADE PWRU7952 SMALL DOME SPENCER FALLING FLOWER BLACKMULTI
Women Wallets,1000000.0,MICHAEL KORS,MICHAEL KORS 35F8STVF28 JET SET TRAVEL MEDIUM BIFOLD WALLET SIGNATURE BLACK
Men Watches,1350000.0,FOSSIL,FOSSIL BQ1007 RHETT BROWN LEATHER
Women Wallets,1100000.0,COACH,COACH 16109 SIGNATURE PVC DOUBLE ZIP WRISLET BROWN PINK LEMONADE
WOMEN BAGS,2550000.0,TORY BURCH,TORY BURCH 74468 PERRY NYLON ROYAL NAVY
WOMEN BAGS,4700000.0,COACH,COACH 699 COURIER SIGNATURE SHOULDER BAG TAN DARK DENIM MULTI
WOMEN BAGS,4750000.0,TORY BURCH,TORY BURCH 58465 KIRA CHEVRON CONVERTIBLE SHOULDER BAG PINK MOON
WOMEN BAGS,1700000.0,KATE SPADE,KATE SPADE WKRU6840 PIPPA FLOCK PARTY SMALL BUCKET BAG PINK MULTI
Women Wallets,750000.0,KATE SPADE,KATE SPADE WLRU6009 HOLLIE SPADE CLOVER GEO SMALL SLIM BIFOLD PINK MULTI
Women Watches,1100000.0,OLIVIA BURTON,OLIVIA BURTON OB16PL60
WOMEN BAGS,3650000.0,LONGCHAMP,Longchamp ZOF1 Le Pliage Transparent Tote In White
WOMEN BAGS,1900000.0,MICHAEL KORS,MICHAEL KORS 38F0GAVC0L AVA XS CROSSBODY LEATHER SOFT PINK
WOMEN BAGS,2700000.0,TORY BURCH,TORY BURCH 53304 GEMINI LINK CANVAS SMALL TOTE LIGHT UMBER GEMINI
WOMEN BAGS,2550000.0,COACH,COACH 76684 CASSIDY TOP HANDLE CROSSBODY CHALK OXBLOOD
WOMEN BAGS,2450000.0,MICHAEL KORS,MICHAEL KORS 35T0GX0L6B ROSE MEDIUM FLAP SHOULDER VEGAN FAUX LEATHER EMBOSSED GREY
Women Watches,2600000.0,KATE SPADE,MICHAEL KORS MKT5070 SMARTWATCH RUBBER PINK STRAP
WOMEN BAGS,1950000.0,KATE SPADE,KATE SPADE WKRU6547 ROBYN MEDIUM CHAIN SADDLE BAG BLACK
WOMEN BAGS,2650000.0,MICHAEL KORS,MICHAEL KORS 30F9GI6L2L JESSIE GOLD HARDWARE BLACK
WOMEN BAGS,3050000.0,COACH,COACH 52664 RCL PARKER ORCHID
WOMEN BAGS,2150000.0,COACH,COACH F27591 MINI SIERA BLACK
WOMEN BAGS,2150000.0,COACH,COACH 80058 LEWIS CROSSGRAIN LIGHT SADDLE
Men Watches,1200000.0,FOSSIL,FOSSIL BQ1561 WOMEN WATCH GOLD STAINLESS
WOMEN BAGS,2100000.0,KATE SPADE,KATE SPADE WKRU6764 CAMERON LARGE SATCHEL BLACK
WOMEN BAGS,3700000.0,COACH,COACH 55200 CHARLIE BUCKET SADDLE
WOMEN BAGS,2250000.0,MICHAEL KORS,MICHAEL KORS 30T0GZ5L5L MERCER GALLERY SMALL CONVERTIBLE BUCKET FAWN
WOMEN BAGS,1650000.0,KATE SPADE,KATE SPADE WKRU6704 ROWE SMALL TOTE ZIP SATCHEL BLACK
WOMEN BAGS,2150000.0,KATE SPADE,KATE SPADE PXRUA250 POLLY MEDIUM CONVERTIBLE SHOULDER BAG GREEN
WOMEN BAGS,1950000.0,MICHAEL KORS,MICHAEL KORS 35F0GP6C1U PEYTON SMALL SHOULDER FLAP XBODY BLACK
Women Wallets,1100000.0,COACH,COACH F23553 MEDIUM WALLET SIGNATURE BROWN BLACK
WOMEN BAGS,2900000.0,COACH,COACH 91053 KLARE OMBRE QUILTED XBODY CHALK MULTI
WOMEN BAGS,2250000.0,MICHAEL KORS,MICHAEL KORS 35T0GXPL20 LITA MEDIUM SHOULDER BLACK
WOMEN BAGS,3500000.0,COACH,COACH 89089 CASSIE CB 19 SIGNATURE SAND TAUPE
WOMEN BAGS,2750000.0,MICHAEL KORS,MICHAEL KORS 32S9G0EC0B CECE XS CHAIN XBODY BROWN/ACORN
WOMEN BAGS,4700000.0,COACH,COACH 699 COURIER SIGNATURE SHOULDER BAG TAN RED APPLE MULTI
WOMEN BAGS,3500000.0,COACH,COACH 89089 CASSIE CB 19 SIGNATURE SAND TAUPE
WOMEN BAGS,3500000.0,COACH,COACH 89089 CASSIE CB 19 SIGNATURE CHALK
WOMEN BAGS,2050000.0,MICHAEL KORS,MICHAEL KORS 32T0GCCC0L CARINE XS XBODY LEATHER MOSS GREEN
WOMEN BAGS,2150000.0,COACH,COACH 91603 PRAIRIE ROSE BOUQET NAVY
WOMEN BAGS,2250000.0,MICHAEL KORS,MICHAEL KORS 35T0GXPL20 LITA MEDIUM SHOULDER BLACK
WOMEN BAGS,2250000.0,MICHAEL KORS,MICHAEL KORS 35T0GXPL2B LITA MEDIUM SHOULDER SIGNATURE BROWN
WOMEN BAGS,2050000.0,MICHAEL KORS,MICHAEL KORS 32T0GCCC0L CARINE XS XBODY LEATHER MOSS GREEN
WOMEN BAGS,1350000.0,COACH,COACH C1584 NOLITA 19 SIGNATURE CHALK
WOMEN BAGS,2250000.0,MICHAEL KORS,MICHAEL KORS 35T0GXPL2B LITA MEDIUM SHOULDER SIGNATURE BROWN
WOMEN BAGS,2150000.0,COACH,COACH F27591 MINI SIERRA CROSSGRAIN SATCHEL CHALK
WOMEN BAGS,3500000.0,COACH,COACH 89089 CASSIE CB 19 SIGNATURE SAND TAUPE
WOMEN BAGS,2250000.0,MICHAEL KORS,MICHAEL KORS 35T0GXPL2B LITA MEDIUM SHOULDER SIGNATURE VANILLA
Women Watches,1550000.0,COACH,COACH 14503620 PURPLE RUBBER STRAP
Men Watches,1550000.0,MICHAEL KORS,MICHAEL KORS MK8616 MEN WATCH
Women Watches,1450000.0,COACH,COACH 14503575 PRESTON SILVER WHITE RUBBER STRAP
WOMEN BAGS,2300000.0,MICHAEL KORS,MICHAEL KORS 30F9GI6L2L JESSIE MEDIUM FLAP SHOULDER OLIVE
Women Wallets,950000.0,MICHAEL KORS,MICHAEL KORS 35F8GTVF38 JET SET TRAVEL LARGE TRIFOLD VANILLA
WOMEN BAGS,1500000.0,MICHAEL KORS,MICHAEL KORS 35S9GTVC2L MED DOME CROSSBODY LEATHER POWDER BLUSH
WOMEN BAGS,1500000.0,MICHAEL KORS,MICHAEL KORS 30H9GGHC2A GRACE MEDIUM ENVELOPE CLUTCH GOLD
WOMEN BAGS,3450000.0,COACH,COACH 91740 LORA MEDIUM BLACK
Women Watches,1150000.0,FOSSIL,FOSSIL BQ3497
WOMEN BAGS,1500000.0,MICHAEL KORS,MICHAEL KORS 30H9GGHC2A GRACE MEDIUM ENVELOPE CLUTCH BRIGHT RED
Women Watches,1450000.0,COACH,COACH 14503574 PRESTON PINK RUBBER STRAP
WOMEN BAGS,2150000.0,COACH,COACH F27591 MINI SIERRA CROSSGRAIN SATCHEL CHALK
WOMEN BAGS,1500000.0,MICHAEL KORS,MICHAEL KORS 30H9GGHC2A GRACE MEDIUM ENVELOPE CLUTCH BLACK
WOMEN BAGS,1500000.0,MICHAEL KORS,MICHAEL KORS 30H9GGHC2A GRACE MEDIUM ENVELOPE CLUTCH ROSE GOLD
WOMEN BAGS,1500000.0,MICHAEL KORS,MICHAEL KORS 30H9GGHC2A GRACE MEDIUM ENVELOPE CLUTCH BLACK
WOMEN BAGS,2550000.0,MICHAEL KORS,MICHAEL KORS 30S0GCCS2L CARINE MEDIUM SATCHEL LEATHER ARMY GREEN
WOMEN BAGS,2550000.0,MICHAEL KORS,MICHAEL KORS 30S0GCCS2L CARINE MEDIUM SATCHEL LEATHER LIGHT SAND
Women Watches,1400000.0,COACH,COACH 14503406 C DIAL SILVER STAINLESS STRAP
Women Wallets,1100000.0,COACH,COACH F23553 MEDIUM WALLET SIGNATURE KHAKI SADDLE
Women Watches,1550000.0,COACH,COACH 14502171 BOYFRIEND RED STRAP
WOMEN BAGS,2550000.0,MICHAEL KORS,MICHAEL KORS 30S0GCCS2L CARINE MEDIUM SATCHEL LEATHER LIGHT SAND
Women Watches,1400000.0,COACH,COACH 14502976 GRAND WATCH GOLD
WOMEN BAGS,1500000.0,MICHAEL KORS,MICHAEL KORS 30H9GGHC2A GRACE MEDIUM ENVELOPE CLUTCH BLACK
WOMEN BAGS,3500000.0,COACH,COACH 89089 CASSIE CB 19 SIGNATURE SAND TAUPE
Women Shoes,1300000.0,MICHAEL KORS,MICHAEL KORS KENDRICK FLAT SHOES FLOWER BROWN
WOMEN BAGS,2150000.0,COACH,COACH 91603 PRAIRIE ROSE BOUQET NAVY
WOMEN BAGS,5850000.0,TORY BURCH,TORY BURCH 60963 FLEMING SHOULDER BAG NEW IVORY/BLACK
WOMEN BAGS,1650000.0,MICHAEL KORS,MICHAEL KORS 30T2GTVM3L JET SET TRAVEL LARGE MESSENGER LEATHER LIGHT SAND
WOMEN BAGS,1850000.0,KATE SPADE,KATE SPADE WKRU6797 MEDIUM TRIPLE COMPARTMENT SATCHEL JACKSON TROPICAL TOSS
WOMEN BAGS,2150000.0,KATE SPADE,KATE SPADE PXRUA250 POLLY MEDIUM CONVERTIBLE SHOULDER BAG GREEN
WOMEN BAGS,2150000.0,KATE SPADE,KATE SPADE PXRUA250 POLLY MEDIUM CONVERTIBLE SHOULDER BAG BLUSH
WOMEN BAGS,1250000.0,MICHAEL KORS,MICHAEL KORS 332H8BF5M2U CAM BAG MD XBODY ADMIRAL/OPWT
WOMEN BAGS,1250000.0,MICHAEL KORS,MICHAEL KORS 332H8BF5M2U CAM BAG MD XBODY ADMIRAL/OPWT
WOMEN BAGS,2100000.0,MICHAEL KORS,MICHAEL KORS 30T0G04M6L SLATER MEDIUM SLING PACK MESSENGER LIGHT SAND
Women Watches,1700000.0,COACH,COACH 14503572 PRESTON CARNATION RUBBER STRAP
Women Wallets,1100000.0,COACH,COACH F23553 MEDIUM WALLET SIGNATURE KHAKI SADDLE
WOMEN BAGS,2150000.0,COACH,COACH 91603 PRAIRIE ROSE BOUQET WHITE
WOMEN BAGS,2050000.0,COACH,COACH F57842 PVC DRAWSTRING CRYALL BROWN BLACK
Women Watches,1400000.0,COACH,COACH 14503407 C DIAL ROSE GOLD STAINLESS STRAP
WOMEN BAGS,1000000.0,KATE SPADE,KATE SPADE WLRU6092 CAMERON MEDIUM BIFOLD WALLET BLACK
Women Wallets,950000.0,KATE SPADE,KATE SPADE WLRU5464 JACKSON HALF MOON WRISLET CHERRY
WOMEN BAGS,2150000.0,KATE SPADE,KATE SPADE PXRUB337 MARKET STRIPE MEDIUM TOTE MULTI
Men Watches,1150000.0,FOSSIL,FOSSIL BQ2317 THREE HAND DATE BROWN
Women Watches,1550000.0,MICHAEL KORS,MICHAEL KORS  MK2833 WOMEN WATCH
WOMEN BAGS,2050000.0,MICHAEL KORS,MICHAEL KORS 32T0GCCC0L CARINE XS XBODY LEATHER MOSS GREEN
WOMEN BAGS,2050000.0,COACH,COACH 69645 JACQUARD HORSE CARRIER CITY TOTE KHAKI CHALK
WOMEN BAGS,2100000.0,COACH,COACH 91028 HOBO SKYLAR  BLACK
WOMEN BAGS,1950000.0,KATE SPADE,KATE SPADE WKRU6754 EVA LEMON ZEST LARGE BUCKET BLUE MULTI
WOMEN BAGS,2150000.0,COACH,COACH F27591 MINI SIERA BLACK
WOMEN BAGS,1350000.0,KATE SPADE,KATE SPADE WLRU5923 JACKSON COLOURBLOCK SMALL TAB CROSSBODY NEUTRAL MULTI
Women Watches,1450000.0,COACH,COACH 14503574 PRESTON PINK RUBBER STRAP
WOMEN BAGS,2500000.0,COACH,COACH 87898 DREAMER XBODY SIGNATURE COLOURBLOCK TAN BLACK
Women Watches,1400000.0,COACH,COACH 14503492 GLITTER ROSE GOLD STAINLESS STRAP
WOMEN BAGS,2250000.0,COACH,COACH 89472 NAW PANSY PRINT TYLOR TOTE PACIFIC BLUE
WOMEN BAGS,6200000.0,COACH,COACH 78487 SIGNATURE COACH TROUPE TOTE TAN RUST
WOMEN BAGS,2050000.0,COACH,COACH 69645 JACQUARD HORSE CARRIER CITY TOTE KHAKI CHALK
WOMEN BAGS,2250000.0,COACH,COACH 89472 NAW PANSY PRINT TYLR TOTE CHALK
Women Wallets,950000.0,KATE SPADE,KATE SPADE WLRU5464 JACKSON HALF MOON WRISLET CHERRY
WOMEN BAGS,2050000.0,COACH,COACH 69645 JACQUARD HORSE CARRIER CITY TOTE KHAKI CHALK
WOMEN BAGS,1300000.0,COACH,COACH 1346 WILD FLOWER PRINT KITT CHALK
WOMEN BAGS,3600000.0,MICHAEL KORS,MICHAEL KORS 30S9G0EL6L CECE MEDIUM STUD CONVERTIBLE CHAIN SOFT PINK
WOMEN BAGS,1950000.0,MICHAEL KORS,MICHAEL KORS 30S0S1JM1L JAGGER SMALL MESSENGER LEATHER GREY
Women Wallets,800000.0,MICHAEL KORS,MICHAEL KORS 35H8STVZ5L JET SET TRAVEL MEDIUM ZIP CARD CASE BLACK
WOMEN BAGS,3500000.0,COACH,COACH 89089 CASSIE CB 19 SIGNATURE SAND TAUPE
WOMEN BAGS,1350000.0,MICHAEL KORS,MICHAEL KORS 32T0GT9C5B JET SET CHARM SMALL PHONE CROSSBODY LIGHT SAND
WOMEN BAGS,1350000.0,MICHAEL KORS,MICHAEL KORS 32T0GT9C5B JET SET CHARM SMALL PHONE CROSSBODY BROWN
Women Wallets,1250000.0,MICHAEL KORS,MICHAEL KORS 35H8GTVT1B JET SET TRAVEL X-LARGE WALLET BROWN/BLACK
WOMEN BAGS,1250000.0,MICHAEL KORS,MICHAEL KORS 32H99F5M2U WOVEN GINNY CROSSBODIES MEDIUM CAMERA BAG LEATHER ACORN
Women Wallets,950000.0,KATE SPADE,KATE SPADE WLRU5464 JACKSON HALF MOON WRISLET CHERRY
WOMEN BAGS,2850000.0,FURLA,FURLA 1044969 SLEEK SHOULDER BAG FRAGOLA RED
